Miasto,Powiat,Województwo,Powierzchnia,Liczba ludności,Gęstość zaludnienia,link,lat,lng,SIMC,Kategoria
Ożarów Mazowiecki,warszawski zachodni,mazowieckie,813,12432,1529,https://pl.wikipedia.org/wiki/O%C5%BCar%C3%B3w_Mazowiecki,52.208333,20.793611,0921415,>10k
Pabianice,pabianicki,łódzkie,3299,63945,1938,https://pl.wikipedia.org/wiki/Pabianice,51.664444,19.355556,0959079,>50k
Pacanów,buski,świętokrzyskie,713,1132,159,https://pl.wikipedia.org/wiki/Pacan%C3%B3w,50.403333,21.038333,0258715,<10k
Paczków,nyski,opolskie,660,7366,1116,https://pl.wikipedia.org/wiki/Paczk%C3%B3w,50.466389,17.011389,0965855,<10k
Pajęczno,pajęczański,łódzkie,2023,6651,329,https://pl.wikipedia.org/wiki/Paj%C4%99czno,51.147222,19.0,0932330,<10k
Pakość,inowrocławski,kujawsko-pomorskie,346,5624,1625,https://pl.wikipedia.org/wiki/Pako%C5%9B%C4%87,52.807778,18.090278,0929517,<10k
Parczew,parczewski,lubelskie,805,10555,1311,https://pl.wikipedia.org/wiki/Parczew,51.641361,22.904056,0922254,>10k
Pasłęk,elbląski,warmińsko-mazurskie,1064,12117,1139,https://pl.wikipedia.org/wiki/Pas%C5%82%C4%99k,54.061931,19.663794,0932927,>10k
Pasym,szczycieński,warmińsko-mazurskie,1518,2498,165,https://pl.wikipedia.org/wiki/Pasym,53.651111,20.791944,0485813,<10k
Pelplin,tczewski,pomorskie,442,7597,1719,https://pl.wikipedia.org/wiki/Pelplin,53.926111,18.701111,0934599,<10k
Pełczyce,choszczeński,zachodniopomorskie,1307,2595,199,https://pl.wikipedia.org/wiki/Pe%C5%82czyce,53.043056,15.304722,0935601,<10k
Piaseczno,piaseczyński,mazowieckie,1622,48670,3001,https://pl.wikipedia.org/wiki/Piaseczno,52.075556,21.026389,0921438,>10k
Piaski,świdnicki,lubelskie,844,2531,300,https://pl.wikipedia.org/wiki/Piaski_(powiat_%C5%9Bwidnicki),51.134167,22.844722,0389386,<10k
Piastów,pruszkowski,mazowieckie,576,22559,3916,https://pl.wikipedia.org/wiki/Piast%C3%B3w,52.184444,20.839722,0921496,>10k
Piątek,łęczycki,łódzkie,524,1690,323,https://pl.wikipedia.org/wiki/Pi%C4%85tek_(wojew%C3%B3dztwo_%C5%82%C3%B3dzkie),52.069167,19.480556,0573256,<10k
Piechowice,karkonoski,dolnośląskie,4322,6082,141,https://pl.wikipedia.org/wiki/Piechowice,50.855556,15.618889,0936285,<10k
Piekary Śląskie,Piekary Śląskie[a],śląskie,3998,54702,1368,https://pl.wikipedia.org/wiki/Piekary_%C5%9Al%C4%85skie,50.373611,18.943889,0942104,>50k
Pieniężno,braniewski,warmińsko-mazurskie,381,2679,703,https://pl.wikipedia.org/wiki/Pieni%C4%99%C5%BCno,54.236461,20.128508,0932956,<10k
Pieńsk,zgorzelecki,dolnośląskie,992,5767,581,https://pl.wikipedia.org/wiki/Pie%C5%84sk,51.246389,15.046111,0936351,<10k
Pierzchnica,kielecki,świętokrzyskie,693,1160,167,https://pl.wikipedia.org/wiki/Pierzchnica,50.697222,20.753056,0262310,<10k
Pieszyce,dzierżoniowski,dolnośląskie,1772,7012,396,https://pl.wikipedia.org/wiki/Pieszyce,50.712778,16.582222,0984396,<10k
Pilawa,garwoliński,mazowieckie,666,4564,685,https://pl.wikipedia.org/wiki/Pilawa_(powiat_garwoli%C5%84ski),51.959722,21.523611,0975753,<10k
Pilica,zawierciański,śląskie,822,1917,233,https://pl.wikipedia.org/wiki/Pilica_(wojew%C3%B3dztwo_%C5%9Bl%C4%85skie),50.4675,19.656944,0219566,<10k
Pilzno,dębicki,podkarpackie,1604,4958,309,https://pl.wikipedia.org/wiki/Pilzno_(Polska),49.978611,21.291389,0982345,<10k
Piła,pilski,wielkopolskie,10268,72527,706,https://pl.wikipedia.org/wiki/Pi%C5%82a_(miasto),53.1475,16.730833,0966530,>50k
Piława Górna,dzierżoniowski,dolnośląskie,2093,6364,304,https://pl.wikipedia.org/wiki/Pi%C5%82awa_G%C3%B3rna,50.681667,16.754722,0984491,<10k
Pińczów,pińczowski,świętokrzyskie,1433,10524,734,https://pl.wikipedia.org/wiki/Pi%C5%84cz%C3%B3w,50.520278,20.526111,0947580,>10k
Pionki,radomski,mazowieckie,1840,17902,973,https://pl.wikipedia.org/wiki/Pionki,51.481667,21.450278,0973748,>10k
Piotrków Kujawski,radziejowski,kujawsko-pomorskie,976,4392,450,https://pl.wikipedia.org/wiki/Piotrk%C3%B3w_Kujawski,52.551111,18.499167,0867510,<10k
Piotrków Trybunalski,Piotrków Trybunalski[a],łódzkie,6724,72250,1075,https://pl.wikipedia.org/wiki/Piotrk%C3%B3w_Trybunalski,51.406667,19.695556,0967430,>50k
Pisz,piski,warmińsko-mazurskie,1008,19029,1888,https://pl.wikipedia.org/wiki/Pisz,53.628889,21.8125,0977835,>10k
Piwniczna-Zdrój,nowosądecki,małopolskie,3830,5793,151,https://pl.wikipedia.org/wiki/Piwniczna-Zdr%C3%B3j,49.435278,20.711389,0961768,<10k
Pleszew,pleszewski,wielkopolskie,1338,16953,1267,https://pl.wikipedia.org/wiki/Pleszew,51.897222,17.785556,0937280,>10k
Płock,Płock[a],mazowieckie,8804,118268,1343,https://pl.wikipedia.org/wiki/P%C5%82ock,52.547222,19.7,0968687,>100k
Płońsk,płoński,mazowieckie,1160,21924,1890,https://pl.wikipedia.org/wiki/P%C5%82o%C5%84sk,52.623333,20.371111,0930800,>10k
Płoty,gryficki,zachodniopomorskie,412,3900,947,https://pl.wikipedia.org/wiki/P%C5%82oty,53.808056,15.264722,0979432,<10k
Pniewy,szamotulski,wielkopolskie,932,8084,867,https://pl.wikipedia.org/wiki/Pniewy,52.508889,16.256389,0971270,<10k
Pobiedziska,poznański,wielkopolskie,1024,9451,923,https://pl.wikipedia.org/wiki/Pobiedziska,52.48,17.279444,0971287,<10k
Poddębice,poddębicki,łódzkie,587,7245,1234,https://pl.wikipedia.org/wiki/Podd%C4%99bice,51.893333,18.957222,0976400,<10k
Podkowa Leśna,grodziski,mazowieckie,1013,3801,375,https://pl.wikipedia.org/wiki/Podkowa_Le%C5%9Bna,52.121667,20.726389,0921504,<10k
Pogorzela,gostyński,wielkopolskie,436,2087,479,https://pl.wikipedia.org/wiki/Pogorzela,51.822222,17.230556,0954580,<10k
Polanica-Zdrój,kłodzki,dolnośląskie,1722,6228,362,https://pl.wikipedia.org/wiki/Polanica-Zdr%C3%B3j,50.405833,16.511389,0984522,<10k
Polanów,koszaliński,zachodniopomorskie,737,2881,391,https://pl.wikipedia.org/wiki/Polan%C3%B3w,54.119444,16.688333,0950115,<10k
Police,policki,zachodniopomorskie,3731,32243,864,https://pl.wikipedia.org/wiki/Police,53.55,14.570833,0979449,>10k
Polkowice,polkowicki,dolnośląskie,2374,22435,945,https://pl.wikipedia.org/wiki/Polkowice,51.501111,16.0675,0954165,>10k
Połaniec,staszowski,świętokrzyskie,1741,7988,459,https://pl.wikipedia.org/wiki/Po%C5%82aniec,50.4325,21.280556,0980783,<10k
Połczyn-Zdrój,świdwiński,zachodniopomorskie,721,7987,1108,https://pl.wikipedia.org/wiki/Po%C5%82czyn-Zdr%C3%B3j,53.765833,16.0925,0950144,<10k
Poniatowa,opolski,lubelskie,1526,8980,588,https://pl.wikipedia.org/wiki/Poniatowa,51.181667,22.068611,0956744,<10k
Poniec,gostyński,wielkopolskie,348,2878,827,https://pl.wikipedia.org/wiki/Poniec,51.763889,16.808333,0954596,<10k
Poręba,zawierciański,śląskie,3999,8461,212,https://pl.wikipedia.org/wiki/Por%C4%99ba,50.492778,19.333611,0942216,<10k
Poznań,Poznań[a],wielkopolskie,26191,532048,2031,https://pl.wikipedia.org/wiki/Pozna%C5%84,52.408333,16.934167,0969400,>500k
Prabuty,kwidzyński,pomorskie,729,8625,1183,https://pl.wikipedia.org/wiki/Prabuty,53.755833,19.1975,0932962,<10k
Praszka,oleski,opolskie,935,7515,804,https://pl.wikipedia.org/wiki/Praszka,51.056111,18.450556,0932353,<10k
Prochowice,legnicki,dolnośląskie,985,3556,361,https://pl.wikipedia.org/wiki/Prochowice,51.274167,16.365,0954171,<10k
Proszowice,proszowicki,małopolskie,733,5977,815,https://pl.wikipedia.org/wiki/Proszowice,50.193139,20.288717,0951818,<10k
Prószków,opolski,opolskie,1622,2561,158,https://pl.wikipedia.org/wiki/Pr%C3%B3szk%C3%B3w,50.576389,17.871389,0502523,<10k
Pruchnik,jarosławski,podkarpackie,1990,3740,188,https://pl.wikipedia.org/wiki/Pruchnik,49.906111,22.516111,0608316,<10k
Prudnik,prudnicki,opolskie,2050,20671,1008,https://pl.wikipedia.org/wiki/Prudnik,50.319722,17.579167,0965878,>10k
Prusice,trzebnicki,dolnośląskie,1094,2226,203,https://pl.wikipedia.org/wiki/Prusice,51.370556,16.959722,0879914,<10k
Pruszcz Gdański,gdański,pomorskie,1647,31578,1917,https://pl.wikipedia.org/wiki/Pruszcz_Gda%C5%84ski,54.261944,18.636389,0934620,>10k
Pruszków,pruszkowski,mazowieckie,1919,62623,3263,https://pl.wikipedia.org/wiki/Pruszk%C3%B3w,52.165556,20.805556,0921510,>50k
Przasnysz,przasnyski,mazowieckie,2516,17055,678,https://pl.wikipedia.org/wiki/Przasnysz,53.019444,20.880556,0966398,>10k
Przecław,mielecki,podkarpackie,1604,1788,111,https://pl.wikipedia.org/wiki/Przec%C5%82aw,50.193333,21.48,0658828,<10k
Przedbórz,radomszczański,łódzkie,608,3458,569,https://pl.wikipedia.org/wiki/Przedb%C3%B3rz,51.087778,19.873889,0968026,<10k
Przedecz,kolski,wielkopolskie,298,1621,544,https://pl.wikipedia.org/wiki/Przedecz,52.335556,18.896667,0949129,<10k
Przemków,polkowicki,dolnośląskie,617,6079,985,https://pl.wikipedia.org/wiki/Przemk%C3%B3w,51.526667,15.784722,0954194,<10k
Przemyśl,Przemyśl[a],podkarpackie,4617,59779,1295,https://pl.wikipedia.org/wiki/Przemy%C5%9Bl,49.782222,22.774444,0971672,>50k
Przeworsk,przeworski,podkarpackie,2213,15105,683,https://pl.wikipedia.org/wiki/Przeworsk,50.058611,22.493611,0972513,>10k
Przysucha,przysuski,mazowieckie,702,5769,822,https://pl.wikipedia.org/wiki/Przysucha,51.358333,20.628333,0973777,<10k
Pszczyna,pszczyński,śląskie,2249,25702,1143,https://pl.wikipedia.org/wiki/Pszczyna,49.978056,18.941667,0942222,>10k
Pszów,wodzisławski,śląskie,2044,13734,672,https://pl.wikipedia.org/wiki/Psz%C3%B3w,50.045,18.3906,0945083,>10k
Puck,pucki,pomorskie,479,11139,2325,https://pl.wikipedia.org/wiki/Puck,54.717778,18.408611,0934636,>10k
Puławy,puławski,lubelskie,5049,46965,930,https://pl.wikipedia.org/wiki/Pu%C5%82awy,51.416389,21.969167,0956810,>10k
Pułtusk,pułtuski,mazowieckie,2307,19294,836,https://pl.wikipedia.org/wiki/Pu%C5%82tusk,52.705,21.083889,0930816,>10k
Puszczykowo,poznański,wielkopolskie,1639,9575,584,https://pl.wikipedia.org/wiki/Puszczykowo,52.281667,16.854167,0971376,<10k
Pyrzyce,pyrzycki,zachodniopomorskie,3879,12484,322,https://pl.wikipedia.org/wiki/Pyrzyce,53.143056,14.893056,0979515,>10k
Pyskowice,gliwicki,śląskie,3089,18455,597,https://pl.wikipedia.org/wiki/Pyskowice,50.398056,18.6275,0942417,>10k
Pyzdry,wrzesiński,wielkopolskie,1216,3092,254,https://pl.wikipedia.org/wiki/Pyzdry,52.170278,17.69,0949164,<10k
Rabka-Zdrój,nowotarski,małopolskie,3631,12662,349,https://pl.wikipedia.org/wiki/Rabka-Zdr%C3%B3j,49.609722,19.965833,0962503,>10k
Raciąż,płoński,mazowieckie,840,4390,523,https://pl.wikipedia.org/wiki/Raci%C4%85%C5%BC,52.781111,20.117778,0930839,<10k
Racibórz,raciborski,śląskie,7501,54259,723,https://pl.wikipedia.org/wiki/Racib%C3%B3rz,50.091944,18.219722,0942469,>50k
Radków,kłodzki,dolnośląskie,1503,2401,160,https://pl.wikipedia.org/wiki/Radk%C3%B3w,50.503889,16.403333,0984539,<10k
Radlin,wodzisławski,śląskie,1253,17665,1410,https://pl.wikipedia.org/wiki/Radlin,50.0412,18.466,0945108,>10k
Radłów,tarnowski,małopolskie,1683,2757,164,https://pl.wikipedia.org/wiki/Rad%C5%82%C3%B3w,50.08544,20.842069,0827923,<10k
Radom,Radom[a],mazowieckie,11180,209296,1872,https://pl.wikipedia.org/wiki/Radom,51.403611,21.156667,0972750,>100k
Radomsko,radomszczański,łódzkie,5143,45353,882,https://pl.wikipedia.org/wiki/Radomsko,51.067222,19.443611,0968078,>10k
Radomyśl Wielki,mielecki,podkarpackie,879,3225,367,https://pl.wikipedia.org/wiki/Radomy%C5%9Bl_Wielki,50.194722,21.273333,0982411,<10k
Radoszyce,konecki,świętokrzyskie,1717,3095,180,https://pl.wikipedia.org/wiki/Radoszyce,51.074167,20.263056,0264986,<10k
Radymno,jarosławski,podkarpackie,1362,5214,383,https://pl.wikipedia.org/wiki/Radymno,49.951944,22.818056,0972594,<10k
Radziejów,radziejowski,kujawsko-pomorskie,569,5499,966,https://pl.wikipedia.org/wiki/Radziej%C3%B3w,52.62392,18.52824,0986060,<10k
Radzionków,tarnogórski,śląskie,1320,16903,1281,https://pl.wikipedia.org/wiki/Radzionk%C3%B3w,50.399722,18.901667,0938806,>10k
Radzymin,wołomiński,mazowieckie,2339,13313,569,https://pl.wikipedia.org/wiki/Radzymin,52.418056,21.181111,0921591,>10k
Radzyń Chełmiński,grudziądzki,kujawsko-pomorskie,178,1784,1002,https://pl.wikipedia.org/wiki/Radzy%C5%84_Che%C5%82mi%C5%84ski,53.385556,18.936389,0983630,<10k
Radzyń Podlaski,radzyński,lubelskie,1931,15428,799,https://pl.wikipedia.org/wiki/Radzy%C5%84_Podlaski,51.782778,22.624167,0922277,>10k
Rajgród,grajewski,podlaskie,3528,1539,44,https://pl.wikipedia.org/wiki/Rajgr%C3%B3d,53.733611,22.700278,0957465,<10k
Rakoniewice,grodziski,wielkopolskie,337,3619,1074,https://pl.wikipedia.org/wiki/Rakoniewice,52.140833,16.273056,0971413,<10k
Raszków,ostrowski,wielkopolskie,205,2119,1034,https://pl.wikipedia.org/wiki/Raszk%C3%B3w,51.720833,17.726944,0937310,<10k
Rawa Mazowiecka,rawski,łódzkie,1430,17193,1202,https://pl.wikipedia.org/wiki/Rawa_Mazowiecka,51.766667,20.25,0977077,>10k
Rawicz,rawicki,wielkopolskie,887,20187,2276,https://pl.wikipedia.org/wiki/Rawicz,51.609167,16.8575,0954604,>10k
Recz,choszczeński,zachodniopomorskie,1240,2873,232,https://pl.wikipedia.org/wiki/Recz,53.262222,15.547222,0935653,<10k
Reda,wejherowski,pomorskie,3346,26707,798,https://pl.wikipedia.org/wiki/Reda_(miasto),54.6075,18.346111,0934659,>10k
Rejowiec,chełmski,lubelskie,650,2026,312,https://pl.wikipedia.org/wiki/Rejowiec,51.094444,23.283056,0105667,<10k
Rejowiec Fabryczny,chełmski,lubelskie,1428,4328,303,https://pl.wikipedia.org/wiki/Rejowiec_Fabryczny,51.119444,23.245,0930176,<10k
Resko,łobeski,zachodniopomorskie,449,4147,924,https://pl.wikipedia.org/wiki/Resko,53.773056,15.405833,0979580,<10k
Reszel,kętrzyński,warmińsko-mazurskie,382,4535,1187,https://pl.wikipedia.org/wiki/Reszel,54.053247,21.152522,0964979,<10k
Rogoźno,obornicki,wielkopolskie,1124,11124,990,https://pl.wikipedia.org/wiki/Rogo%C5%BAno,52.749167,16.999722,0967080,>10k
Ropczyce,ropczycko-sędziszowski,podkarpackie,4710,15864,337,https://pl.wikipedia.org/wiki/Ropczyce,50.052778,21.609167,0974825,>10k
Różan,makowski,mazowieckie,666,2698,405,https://pl.wikipedia.org/wiki/R%C3%B3%C5%BCan,52.888889,21.396389,0966412,<10k
Ruciane-Nida,piski,warmińsko-mazurskie,1707,4434,260,https://pl.wikipedia.org/wiki/Ruciane-Nida,53.650297,21.549944,0977841,<10k
Ruda Śląska,Ruda Śląska[a],śląskie,7773,136423,1755,https://pl.wikipedia.org/wiki/Ruda_%C5%9Al%C4%85ska,50.262778,18.853611,0942630,>100k
Rudnik nad Sanem,niżański,podkarpackie,3660,6677,182,https://pl.wikipedia.org/wiki/Rudnik_nad_Sanem,50.443056,22.248056,0980850,<10k
Rumia,wejherowski,pomorskie,3010,49536,1646,https://pl.wikipedia.org/wiki/Rumia,54.570556,18.387778,0934694,>10k
Rybnik,Rybnik[a],śląskie,14836,137128,924,https://pl.wikipedia.org/wiki/Rybnik,50.098611,18.545,0942765,>100k
Rychwał,koniński,wielkopolskie,970,2353,243,https://pl.wikipedia.org/wiki/Rychwa%C5%82,52.071111,18.166944,0949193,<10k
Rydułtowy,wodzisławski,śląskie,1495,21385,1430,https://pl.wikipedia.org/wiki/Rydu%C5%82towy,50.0665,18.421,0943121,>10k
Rydzyna,leszczyński,wielkopolskie,220,2919,1327,https://pl.wikipedia.org/wiki/Rydzyna,51.786944,16.666944,0954633,<10k
Ryglice,tarnowski,małopolskie,2515,2830,113,https://pl.wikipedia.org/wiki/Ryglice,49.878611,21.137222,0829098,<10k
Ryki,rycki,lubelskie,2722,9531,350,https://pl.wikipedia.org/wiki/Ryki,51.624722,21.933056,0956980,<10k
Rymanów,krośnieński,podkarpackie,1239,3774,305,https://pl.wikipedia.org/wiki/Ryman%C3%B3w,49.576389,21.8675,0953421,<10k
Ryn,giżycki,warmińsko-mazurskie,414,2827,683,https://pl.wikipedia.org/wiki/Ryn,53.944325,21.515047,0977893,<10k
Rypin,rypiński,kujawsko-pomorskie,1096,15999,1460,https://pl.wikipedia.org/wiki/Rypin,53.066944,19.406944,0986136,>10k
Rzepin,słubicki,lubuskie,1142,6485,568,https://pl.wikipedia.org/wiki/Rzepin,52.346389,14.832222,0935682,<10k
Rzeszów,Rzeszów[a],podkarpackie,12901,197863,1534,https://pl.wikipedia.org/wiki/Rzesz%C3%B3w,50.033611,22.004722,0974133,>100k
Rzgów,łódzki wschodni,łódzkie,1677,3382,202,https://pl.wikipedia.org/wiki/Rzg%C3%B3w,51.663056,19.489444,0415787,<10k
Sandomierz,sandomierski,świętokrzyskie,2869,22997,802,https://pl.wikipedia.org/wiki/Sandomierz,50.682222,21.748889,0980926,>10k
Sanniki,gostyniński,mazowieckie,1176,1932,164,https://pl.wikipedia.org/wiki/Sanniki,52.331667,19.864167,0574511,<10k
Sanok,sanocki,podkarpackie,3808,36999,972,https://pl.wikipedia.org/wiki/Sanok,49.558333,22.205556,0953510,>10k
Sejny,sejneński,podlaskie,449,5159,1149,https://pl.wikipedia.org/wiki/Sejny,54.106667,23.348611,0977918,<10k
Serock,legionowski,mazowieckie,1343,4658,347,https://pl.wikipedia.org/wiki/Serock,52.513889,21.072222,0921645,<10k
Sędziszów,jędrzejowski,świętokrzyskie,792,6359,803,https://pl.wikipedia.org/wiki/S%C4%99dzisz%C3%B3w,50.562778,20.05,0947610,<10k
Sędziszów Małopolski,ropczycko-sędziszowski,podkarpackie,3699,12415,336,https://pl.wikipedia.org/wiki/S%C4%99dzisz%C3%B3w_Ma%C5%82opolski,50.069444,21.701389,0974937,>10k
Sępopol,bartoszycki,warmińsko-mazurskie,463,1883,407,https://pl.wikipedia.org/wiki/S%C4%99popol,54.269194,21.014428,0964985,<10k
Sępólno Krajeńskie,sępoleński,kujawsko-pomorskie,655,9004,1375,https://pl.wikipedia.org/wiki/S%C4%99p%C3%B3lno_Kraje%C5%84skie,53.454167,17.533333,0929546,<10k
Sianów,koszaliński,zachodniopomorskie,1588,6560,413,https://pl.wikipedia.org/wiki/Sian%C3%B3w,54.230278,16.2975,0950240,<10k
Siechnice,wrocławski,dolnośląskie,1563,8851,566,https://pl.wikipedia.org/wiki/Siechnice,51.033056,17.145556,0881160,<10k
Siedlce,Siedlce[a],mazowieckie,3186,77813,2442,https://pl.wikipedia.org/wiki/Siedlce,52.166667,22.275,0975173,>50k
Siedliszcze,chełmski,lubelskie,1316,1406,107,https://pl.wikipedia.org/wiki/Siedliszcze,51.194444,23.163889,0107821,<10k
Siemianowice Śląskie,Siemianowice Śląskie[a],śląskie,2550,66270,2599,https://pl.wikipedia.org/wiki/Siemianowice_%C5%9Al%C4%85skie,50.326944,19.030556,0943150,>50k
Siemiatycze,siemiatycki,podlaskie,3625,14210,392,https://pl.wikipedia.org/wiki/Siemiatycze,52.427222,22.8625,0923360,>10k
Sieniawa,przeworski,podkarpackie,674,2132,316,https://pl.wikipedia.org/wiki/Sieniawa,50.178056,22.61,0972683,<10k
Sieradz,sieradzki,łódzkie,5122,41390,808,https://pl.wikipedia.org/wiki/Sieradz,51.595278,18.730556,0976050,>10k
Sieraków,międzychodzki,wielkopolskie,1408,5956,423,https://pl.wikipedia.org/wiki/Sierak%C3%B3w,52.648889,16.081389,0971436,<10k
Sierpc,sierpecki,mazowieckie,1859,17788,957,https://pl.wikipedia.org/wiki/Sierpc,52.853056,19.668056,0969310,>10k
Siewierz,będziński,śląskie,3866,5544,143,https://pl.wikipedia.org/wiki/Siewierz,50.466389,19.23,0943204,<10k
Skalbmierz,kazimierski,świętokrzyskie,713,1263,177,https://pl.wikipedia.org/wiki/Skalbmierz,50.319444,20.399167,0947627,<10k
Skała,krakowski,małopolskie,297,3755,1264,https://pl.wikipedia.org/wiki/Ska%C5%82a_(wojew%C3%B3dztwo_ma%C5%82opolskie),50.230556,19.853611,0951860,<10k
Skarszewy,starogardzki,pomorskie,1079,7015,650,https://pl.wikipedia.org/wiki/Skarszewy,54.067222,18.445833,0934754,<10k
Skaryszew,radomski,mazowieckie,2749,4310,157,https://pl.wikipedia.org/wiki/Skaryszew,51.310556,21.251944,0973820,<10k
Skarżysko-Kamienna,skarżyski,świętokrzyskie,6439,44260,687,https://pl.wikipedia.org/wiki/Skar%C5%BCysko-Kamienna,51.116389,20.866944,0947716,>10k
Skawina,krakowski,małopolskie,2050,24366,1189,https://pl.wikipedia.org/wiki/Skawina,49.975,19.828333,0951876,>10k
Skępe,lipnowski,kujawsko-pomorskie,748,3542,474,https://pl.wikipedia.org/wiki/Sk%C4%99pe,52.867222,19.346944,0869583,<10k
Skierniewice,Skierniewice[a],łódzkie,3460,47655,1377,https://pl.wikipedia.org/wiki/Skierniewice,51.952778,20.141667,0976942,>10k
Skoczów,cieszyński,śląskie,985,14116,1433,https://pl.wikipedia.org/wiki/Skocz%C3%B3w,49.803333,18.789722,0925198,>10k
Skoki,wągrowiecki,wielkopolskie,1120,4462,398,https://pl.wikipedia.org/wiki/Skoki_(powiat_w%C4%85growiecki),52.673889,17.162222,0971459,<10k
Skórcz,starogardzki,pomorskie,363,3603,993,https://pl.wikipedia.org/wiki/Sk%C3%B3rcz,53.796667,18.526111,0934777,<10k
Skwierzyna,międzyrzecki,lubuskie,3589,9454,263,https://pl.wikipedia.org/wiki/Skwierzyna,52.598889,15.506111,0935699,<10k
Sława,wschowski,lubuskie,1490,4268,286,https://pl.wikipedia.org/wiki/S%C5%82awa_(miasto),51.875833,16.071667,0988589,<10k
Sławków,będziński,śląskie,3667,6935,189,https://pl.wikipedia.org/wiki/S%C5%82awk%C3%B3w_(wojew%C3%B3dztwo_%C5%9Bl%C4%85skie),50.29943,19.38967,0943285,<10k
Sławno,sławieński,zachodniopomorskie,1583,12357,781,https://pl.wikipedia.org/wiki/S%C5%82awno,54.362222,16.680278,0977410,>10k
Słomniki,krakowski,małopolskie,343,4293,1252,https://pl.wikipedia.org/wiki/S%C5%82omniki,50.240833,20.081667,0952077,<10k
Słubice,słubicki,lubuskie,1921,16623,865,https://pl.wikipedia.org/wiki/S%C5%82ubice,52.354167,14.568889,0935736,>10k
Słupca,słupecki,wielkopolskie,1030,13564,1317,https://pl.wikipedia.org/wiki/S%C5%82upca,52.287222,17.871111,0949247,>10k
Słupsk,Słupsk[a],pomorskie,4315,89780,2081,https://pl.wikipedia.org/wiki/S%C5%82upsk,54.465833,17.029167,0977278,>50k
Sobótka,wrocławski,dolnośląskie,3220,6954,216,https://pl.wikipedia.org/wiki/Sob%C3%B3tka_(powiat_wroc%C5%82awski),50.898611,16.744444,0987294,<10k
Sochaczew,sochaczewski,mazowieckie,2619,35891,1370,https://pl.wikipedia.org/wiki/Sochaczew,52.227778,20.241667,0977120,>10k
Sochocin,płoński,mazowieckie,683,1900,278,https://pl.wikipedia.org/wiki/Sochocin,52.690278,20.471667,0125954[5],<10k
Sokołów Małopolski,rzeszowski,podkarpackie,1554,4210,271,https://pl.wikipedia.org/wiki/Soko%C5%82%C3%B3w_Ma%C5%82opolski,50.2325,22.120833,0974966,<10k
Sokołów Podlaski,sokołowski,mazowieckie,1751,18814,1074,https://pl.wikipedia.org/wiki/Soko%C5%82%C3%B3w_Podlaski,52.4075,22.249722,0975760,>10k
Sokółka,sokólski,podlaskie,1859,17967,966,https://pl.wikipedia.org/wiki/Sok%C3%B3%C5%82ka,53.406944,23.5,0923443,>10k
Solec Kujawski,bydgoski,kujawsko-pomorskie,1868,15614,836,https://pl.wikipedia.org/wiki/Solec_Kujawski,53.080556,18.222222,0929552,>10k
Solec nad Wisłą,lipski,mazowieckie,2091,939,45,https://pl.wikipedia.org/wiki/Solec_nad_Wis%C5%82%C4%85,51.133889,21.763056,0637921,<10k
Sompolno,koniński,wielkopolskie,621,3472,559,https://pl.wikipedia.org/wiki/Sompolno,52.388056,18.501667,0949253,<10k
Sopot,Sopot[a],pomorskie,1728,35286,2042,https://pl.wikipedia.org/wiki/Sopot,54.441944,18.559722,0934783,>10k
Sosnowiec,Sosnowiec[a],śląskie,9106,197586,2170,https://pl.wikipedia.org/wiki/Sosnowiec,50.283333,19.133333,0943428,>100k
Sośnicowice,gliwicki,śląskie,1167,1927,165,https://pl.wikipedia.org/wiki/So%C5%9Bnicowice,50.272222,18.529722,0221936,<10k
Stalowa Wola,stalowowolski,podkarpackie,8252,59623,723,https://pl.wikipedia.org/wiki/Stalowa_Wola,50.576111,22.061111,0981133,>50k
Starachowice,starachowicki,świętokrzyskie,3182,47638,1497,https://pl.wikipedia.org/wiki/Starachowice,51.036667,21.070833,0947930,>10k
Stargard,stargardzki,zachodniopomorskie,4808,67579,1406,https://pl.wikipedia.org/wiki/Stargard,53.3375,15.037778,0979596,>50k
Starogard Gdański,starogardzki,pomorskie,2528,47272,1870,https://pl.wikipedia.org/wiki/Starogard_Gda%C5%84ski,53.963056,18.525833,0934837,>10k
Stary Sącz,nowosądecki,małopolskie,1500,9016,601,https://pl.wikipedia.org/wiki/Stary_S%C4%85cz,49.5625,20.636389,0963359,<10k
Staszów,staszowski,świętokrzyskie,2688,14534,541,https://pl.wikipedia.org/wiki/Stasz%C3%B3w,50.560556,21.166667,0981274,>10k
Stawiski,kolneński,podlaskie,1324,2159,163,https://pl.wikipedia.org/wiki/Stawiski,53.37975,22.154944,0957548,<10k
Stawiszyn,kaliski,wielkopolskie,99,1461,1476,https://pl.wikipedia.org/wiki/Stawiszyn,51.918333,18.111389,0937327,<10k
Stąporków,konecki,świętokrzyskie,1094,5569,509,https://pl.wikipedia.org/wiki/St%C4%85pork%C3%B3w,51.139167,20.552778,0948271,<10k
Stepnica,goleniowski,zachodniopomorskie,340,2464,725,https://pl.wikipedia.org/wiki/Stepnica,53.653611,14.6325,0783864,<10k
Stęszew,poznański,wielkopolskie,569,5903,1037,https://pl.wikipedia.org/wiki/St%C4%99szew,52.278889,16.708056,0971494,<10k
Stoczek Łukowski,łukowski,lubelskie,915,2480,271,https://pl.wikipedia.org/wiki/Stoczek_%C5%81ukowski,51.963333,21.968333,0975813,<10k
